chapter,method,text,character,count
61,chapter_all_gpt-4o-mini_individual,Mr. Gardiner,Mr. Gardiner,0
61,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,2
61,chapter_all_gpt-4o-mini_individual,Wickham,Wickham,4
61,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,2
49,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,13
49,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,1
49,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,2
49,chapter_all_gpt-4o-mini_individual,papa,Mr. Bennet,1
49,chapter_all_gpt-4o-mini_individual,master,Mr. Bennet,3
49,chapter_all_gpt-4o-mini_individual,Jane,Jane,11
49,chapter_all_gpt-4o-mini_individual,Miss Bennet,Jane,1
49,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,3
49,chapter_all_gpt-4o-mini_individual,Mary,Mary,1
49,chapter_all_gpt-4o-mini_individual,my dear Lydia,Lydia,0
49,chapter_all_gpt-4o-mini_individual,Mrs. Wickham,Lydia,1
49,chapter_all_gpt-4o-mini_individual,Mr. Gardiner,Mr. Gardiner,4
49,chapter_all_gpt-4o-mini_individual,my uncle,Mr. Gardiner,5
49,chapter_all_gpt-4o-mini_individual,brother,Mr. Gardiner,2
49,chapter_all_gpt-4o-mini_individual,Mr. Wickham,Wickham,2
49,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,2
49,chapter_all_gpt-4o-mini_individual,my dear,Mrs. Bennet,8
49,chapter_all_gpt-4o-mini_individual,dear mama,Mrs. Bennet,0
48,chapter_all_gpt-4o-mini_individual,Lady Catherine,Lady Catherine de Bourgh,2
48,chapter_all_gpt-4o-mini_individual,Lady Lucas,Lady Lucas,0
48,chapter_all_gpt-4o-mini_individual,Jane,Jane,3
48,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,0
48,chapter_all_gpt-4o-mini_individual,Mr. Denny,Mr. Denny,0
48,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,1
48,chapter_all_gpt-4o-mini_individual,Wickham,Wickham,4
48,chapter_all_gpt-4o-mini_individual,Miss Darcy,Miss Darcy,0
48,chapter_all_gpt-4o-mini_individual,Mrs. Bennet,Mrs. Bennet,3
48,chapter_all_gpt-4o-mini_individual,Kitty,Kitty,5
48,chapter_all_gpt-4o-mini_individual,Mrs. Gardiner,Mrs. Gardiner,4
48,chapter_all_gpt-4o-mini_individual,Mr. Hurst,Mr. Hurst,0
48,chapter_all_gpt-4o-mini_individual,Mrs. Forster,Mrs. Forster,0
48,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,5
48,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,0
48,chapter_all_gpt-4o-mini_individual,Mrs. Hurst,Mrs. Hurst,0
48,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,8
48,chapter_all_gpt-4o-mini_individual,Lizzy,Elizabeth,3
48,chapter_all_gpt-4o-mini_individual,Sir William Lucas,Sir William Lucas,0
48,chapter_all_gpt-4o-mini_individual,Colonel Forster,Colonel Forster,4
48,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,7
48,chapter_all_gpt-4o-mini_individual,Mrs. Philips,Mrs. Philips,0
48,chapter_all_gpt-4o-mini_individual,Mr. Gardiner,Mr. Gardiner,7
48,chapter_all_gpt-4o-mini_individual,Charlotte Lucas,Charlotte Lucas,0
60,chapter_all_gpt-4o-mini_individual,Lady Catherine's,Lady Catherine de Bourgh,0
60,chapter_all_gpt-4o-mini_individual,Elizabeth,Elizabeth,7
60,chapter_all_gpt-4o-mini_individual,Mr. Darcy,Mr. Darcy,6
60,chapter_all_gpt-4o-mini_individual,Mr. Bennet,Mr. Bennet,1
60,chapter_all_gpt-4o-mini_individual,Dearest Jane,Jane,1
60,chapter_all_gpt-4o-mini_individual,Miss Bingley,Miss Bingley,1
60,chapter_all_gpt-4o-mini_individual,Mr. Collins,Mr. Collins,2
60,chapter_all_gpt-4o-mini_individual,Bingley,Mr. Bingley,3
60,chapter_all_gpt-4o-mini_individual,Mrs. Gardiner,Mrs. Gardiner,1
60,chapter_all_gpt-4o-mini_individual,Mrs. Philips,Mrs. Philips,2
60,chapter_all_gpt-4o-mini_individual,Sir William Lucas,Sir William Lucas,1
60,chapter_all_gpt-4o-mini_individual,Lydia,Lydia,1
60,chapter_all_gpt-4o-mini_individual,Charlotte Lucas,Charlotte Lucas,0
60,chapter_all_gpt-4o-mini_individual,Miss Darcy,Miss Darcy,1
