chapter,method,text,character
2,chapter_all_gpt-4o-mini_individual,she was stoutly confident about Mr. Bingley dancing with her,Lydia
2,chapter_all_gpt-4o-mini_individual,"unable to contain herself, began scolding one of her daughters",Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,she was pleased,Mrs. Bennet
2,chapter_all_gpt-4o-mini_individual,she did not know how they would ever make him amends for his kindness,Mrs. Bennet
33,chapter_all_gpt-4o-mini_individual,dwell on some passages which proved that Jane had not written in spirits,Jane
33,chapter_all_gpt-4o-mini_individual,Mr. Collins could not conceal his apprehension of Lady Catherine’s being rather displeased by her staying at home,Mr. Collins
27,chapter_all_gpt-4o-mini_individual,"She had not at first thought very seriously of going thither; but Charlotte, she soon found, was depending on the plan, and she gradually learned to consider it herself with greater pleasure as well as greater certainty.",Elizabeth
27,chapter_all_gpt-4o-mini_individual,"Absence had increased her desire of seeing Charlotte again, and weakened her disgust of Mr. Collins.",Elizabeth
27,chapter_all_gpt-4o-mini_individual,"There was novelty in the scheme; and as, with such a mother and such uncompanionable sisters, home could not be faultless, a little change was not unwelcome for its own sake.",Elizabeth
27,chapter_all_gpt-4o-mini_individual,"Elizabeth loved absurdities, but she had known Sir William’s too long.",Elizabeth
27,chapter_all_gpt-4o-mini_individual,"She was more grieved than astonished to hear, in reply to her minute inquiries, that though Jane always struggled to support her spirits, there were periods of dejection.",Elizabeth
27,chapter_all_gpt-4o-mini_individual,"She parted from him convinced, that, whether married or single, he must always be her model of the amiable and pleasing.",Elizabeth
27,chapter_all_gpt-4o-mini_individual,All was joy and kindness.,Elizabeth
27,chapter_all_gpt-4o-mini_individual,Her acceptance of the invitation was most ready and grateful. 'What delight! what felicity! You give me fresh life and vigour.',Elizabeth
27,chapter_all_gpt-4o-mini_individual,'Adieu to disappointment and spleen.',Elizabeth
27,chapter_all_gpt-4o-mini_individual,"'What are men to rocks and mountains? Oh, what hours of transport we shall spend!'",Elizabeth
27,chapter_all_gpt-4o-mini_individual,"She was there to welcome them, and Elizabeth, looking earnestly in her face, was pleased to see it healthful and lovely as ever.",Jane
27,chapter_all_gpt-4o-mini_individual,Mrs. Gardiner gave her the particulars also of Miss Bingley’s visit in Gracechurch Street.,Miss Bingley
27,chapter_all_gpt-4o-mini_individual,"Mrs. Gardiner then rallied her niece on Wickham’s desertion, and complimented her on bearing it so well.",Mrs. Gardiner
27,chapter_all_gpt-4o-mini_individual,"Sir William Lucas, and his daughter Maria, a good-humoured girl, but as empty-headed as himself, had nothing to say that could be worth hearing.",Sir William Lucas
27,chapter_all_gpt-4o-mini_individual,His present pursuit could not make him forget that Elizabeth had been the first to excite and to deserve his attention.,Wickham
23,chapter_all_gpt-4o-mini_individual,"reflecting on what she had heard, and doubting whether she was authorized to mention it",Elizabeth
23,chapter_all_gpt-4o-mini_individual,feeling it incumbent on her to relieve him from so unpleasant a situation,Elizabeth
23,chapter_all_gpt-4o-mini_individual,felt persuaded that no real confidence could ever subsist between them again,Elizabeth
23,chapter_all_gpt-4o-mini_individual,"Her disappointment in Charlotte made her turn with fonder regard to her sister, of whose rectitude and delicacy she was sure her opinion could never be shaken",Elizabeth
23,chapter_all_gpt-4o-mini_individual,"for whose happiness she grew daily more anxious, as Bingley had now been gone a week, and nothing was heard of his return",Elizabeth
23,chapter_all_gpt-4o-mini_individual,even began to fear--not that Bingley was indifferent--but that his sisters would be successful in keeping him away,Elizabeth
23,chapter_all_gpt-4o-mini_individual,could not prevent its frequently recurring,Elizabeth
23,chapter_all_gpt-4o-mini_individual,could not be insensible of triumph on being able to retort on Mrs. Bennet the comfort of having a daughter well married,Lady Lucas
23,chapter_all_gpt-4o-mini_individual,his emotions were much more tranquil on the occasion,Mr. Bennet
23,chapter_all_gpt-4o-mini_individual,"it gratified him, he said, to discover that Charlotte Lucas, whom he had been used to think tolerably sensible, was as foolish as his wife, and more foolish than his daughter",Mr. Bennet
23,chapter_all_gpt-4o-mini_individual,confessed herself a little surprised at the match,Jane
23,chapter_all_gpt-4o-mini_individual,nor could Elizabeth persuade her to consider it as improbable,Jane
23,chapter_all_gpt-4o-mini_individual,"were far from envying Miss Lucas, for Mr. Collins was only a clergyman",Kitty
23,chapter_all_gpt-4o-mini_individual,it affected them in no other way than as a piece of news to spread at Meryton,Kitty
23,chapter_all_gpt-4o-mini_individual,"was too happy, however, to need much attention",Mr. Collins
23,chapter_all_gpt-4o-mini_individual,"proceeded to inform them, with many rapturous expressions, of his happiness in having obtained the affection of their amiable neighbour, Miss Lucas",Mr. Collins
23,chapter_all_gpt-4o-mini_individual,"was, in fact, too much overpowered to say a great deal while Sir William remained",Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,her feelings found a rapid vent,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,persisted in disbelieving the whole of the matter,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,was very sure that Mr. Collins had been taken in,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,trusted that they would never be happy together,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,was disposed to complain of it as her husband,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,"hated having visitors in the house while her health was so indifferent, and lovers were of all people the most disagreeable",Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,was really in a most pitiable state,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,the very mention of anything concerning the match threw her into an agony of ill-humour,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,regarded her with jealous abhorrence,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,concluded her to be anticipating the hour of possession,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,was convinced that they were talking of the Longbourn estate and resolving to turn herself and her daughters out of the house as soon as Mr. Bennet was dead,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,complained bitterly of all this to her husband,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,could not bear to think that they should have all this estate,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,wasn't very consoling to Mrs. Bennet,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,went on as before,Mrs. Bennet
23,chapter_all_gpt-4o-mini_individual,always unguarded and often uncivil,Lydia
37,chapter_all_gpt-4o-mini_individual,"Elizabeth could not see Lady Catherine without recollecting that, had she chosen it, she might by this time have been presented to her as her future niece.",Elizabeth
37,chapter_all_gpt-4o-mini_individual,What would she have said? how would she have behaved? were the questions with which she amused herself.,Elizabeth
37,chapter_all_gpt-4o-mini_individual,"Her mind so occupied, she might have forgotten where she was.",Elizabeth
37,chapter_all_gpt-4o-mini_individual,"Reflection must be reserved for solitary hours: whenever she was alone, she gave way to it as the greatest relief.",Elizabeth
37,chapter_all_gpt-4o-mini_individual,Mr. Darcy’s letter she was in a fair way of soon knowing by heart.,Elizabeth
37,chapter_all_gpt-4o-mini_individual,She studied every sentence; and her feelings towards its writer were at times widely different.,Elizabeth
37,chapter_all_gpt-4o-mini_individual,Her anger was turned against herself; and his disappointed feelings became the object of compassion.,Elizabeth
37,chapter_all_gpt-4o-mini_individual,"In her own past behaviour, there was a constant source of vexation and regret.",Elizabeth
37,chapter_all_gpt-4o-mini_individual,"In the unhappy defects of her family, a subject of yet heavier chagrin.",Elizabeth
37,chapter_all_gpt-4o-mini_individual,They were hopeless of remedy.,Elizabeth
37,chapter_all_gpt-4o-mini_individual,Anxiety on Jane’s behalf was another prevailing concern.,Elizabeth
37,chapter_all_gpt-4o-mini_individual,The happy spirits which had seldom been depressed before were now so much affected as to make it almost impossible for her to appear tolerably cheerful.,Elizabeth
37,chapter_all_gpt-4o-mini_individual,The dear Colonel rallied his spirits tolerably till just at last.,Colonel Fitzwilliam
6,chapter_all_gpt-4o-mini_individual,"though their kindness to Jane, such as it was, had a value, as arising, in all probability, from the influence of their brother’s admiration",Elizabeth
6,chapter_all_gpt-4o-mini_individual,"Elizabeth still saw superciliousness in their treatment of everybody, hardly excepting even her sister, and could not like them",Elizabeth
6,chapter_all_gpt-4o-mini_individual,"she considered with pleasure that it was not likely to be discovered by the world in general, since Jane united with great strength of feeling, a composure of temper and an uniform cheerfulness of manner, which would guard her from the suspicions of the impertinent",Elizabeth
6,chapter_all_gpt-4o-mini_individual,"Occupied in observing Mr. Bingley’s attention to her sister, Elizabeth was far from suspecting that she was herself becoming an object of some interest in the eyes of his friend",Elizabeth
6,chapter_all_gpt-4o-mini_individual,"to her he was only the man who made himself agreeable nowhere, and who had not thought her handsome enough to dance with",Elizabeth
6,chapter_all_gpt-4o-mini_individual,"her resistance had not injured her with the gentleman, and he was thinking of her with some complacency",Elizabeth
6,chapter_all_gpt-4o-mini_individual,he had at first scarcely allowed her to be pretty: he had looked at her without admiration at the ball,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,he began to wish to know more of her,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,he was forced to acknowledge her figure to be light and pleasing,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,"in spite of his asserting that her manners were not those of the fashionable world, he was caught by their easy playfulness",Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,his doing so drew her notice,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,he was too much engrossed by his own thoughts to perceive that Sir William Lucas was his neighbour,Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,"Mr. Darcy, though extremely surprised, was not unwilling to receive it",Mr. Darcy
6,chapter_all_gpt-4o-mini_individual,this attention was received with the greatest pleasure,Jane
6,chapter_all_gpt-4o-mini_individual,Miss Bingley immediately fixed her eyes on his face,Miss Bingley
6,chapter_all_gpt-4o-mini_individual,Mary had neither genius nor taste,Mary
6,chapter_all_gpt-4o-mini_individual,"at the end of a long concerto, was glad to purchase praise and gratitude by Scotch and Irish airs",Mary
6,chapter_all_gpt-4o-mini_individual,"there is so much of gratitude or vanity in almost every attachment, that it is not safe to leave any to itself",Charlotte Lucas
7,chapter_all_gpt-4o-mini_individual,"Elizabeth, feeling really anxious, determined to go to her, though the carriage was not to be had.",Elizabeth
7,chapter_all_gpt-4o-mini_individual,She declared her resolution.,Elizabeth
7,chapter_all_gpt-4o-mini_individual,Elizabeth was convinced that they held her in contempt for it.,Elizabeth
7,chapter_all_gpt-4o-mini_individual,"Elizabeth began to like them herself, when she saw how much affection and solicitude they showed for Jane.",Elizabeth
7,chapter_all_gpt-4o-mini_individual,"Mr. Bennet coolly observed, 'From all that I can collect by your manner of talking, you must be two of the silliest girls in the country.'",Mr. Bennet
7,chapter_all_gpt-4o-mini_individual,"Mr. Bennet, when Elizabeth had read the note aloud, said, 'if your daughter should have a dangerous fit of illness--if she should die--it would be a comfort to know that it was all in pursuit of Mr. Bingley, and under your orders.'",Mr. Bennet
7,chapter_all_gpt-4o-mini_individual,"Jane, who had only been withheld by the fear of giving alarm or inconvenience, from expressing in her note how much she longed for such a visit, was delighted at her entrance.",Jane
7,chapter_all_gpt-4o-mini_individual,"Miss Bingley left them together, could attempt little beside expressions of gratitude for the extraordinary kindness she was treated with.",Miss Bingley
7,chapter_all_gpt-4o-mini_individual,In their brother’s manners there was something better than politeness--there was good-humour and kindness.,Mr. Bingley
7,chapter_all_gpt-4o-mini_individual,The latter was thinking only of his breakfast.,Mr. Hurst
7,chapter_all_gpt-4o-mini_individual,"I admire the activity of your benevolence, observed Mary, but every impulse of feeling should be guided by reason; and, in my opinion, exertion should always be in proportion to what is required.",Mary
7,chapter_all_gpt-4o-mini_individual,"Catherine was disconcerted, and made no answer; but Lydia, with perfect indifference, continued to express her admiration of Captain Carter.",Lydia
7,chapter_all_gpt-4o-mini_individual,The former was divided between admiration of the brilliancy which exercise had given to her complexion and doubt as to the occasion’s justifying her coming so far alone.,Mr. Darcy
7,chapter_all_gpt-4o-mini_individual,"Mrs. Bennet’s eyes sparkled with pleasure, and she was eagerly calling out.",Mrs. Bennet
7,chapter_all_gpt-4o-mini_individual,Her hopes were answered; Jane had not been gone long before it rained hard.,Mrs. Bennet
36,chapter_all_gpt-4o-mini_individual,"She felt that Jane’s feelings, though fervent, were little displayed, and that there was a constant complacency in her air and manner, not often united with great sensibility.",Jane
36,chapter_all_gpt-4o-mini_individual,from whom she had previously received the information of his near concern in all his cousin’s affairs and whose character she had no reason to question.,Colonel Fitzwilliam
36,chapter_all_gpt-4o-mini_individual,"At one time she had almost resolved on applying to him, but the idea was checked by the awkwardness of the application, and at length wholly banished by the conviction that Mr. Darcy would never have hazarded such a proposal, if he had not been well assured of his cousin’s corroboration.",Colonel Fitzwilliam
36,chapter_all_gpt-4o-mini_individual,"she could not but allow that Mr. Bingley, when questioned by Jane, had long ago asserted his blamelessness in the affair;",Mr. Bingley
36,chapter_all_gpt-4o-mini_individual,"She tried to recollect some instance of goodness, some distinguished trait of integrity or benevolence, that might rescue him from the attacks of Mr. Darcy;",Wickham
36,chapter_all_gpt-4o-mini_individual,her sense of shame was severe.,Mrs. Bennet
36,chapter_all_gpt-4o-mini_individual,The justice of the charge struck her too forcibly for denial;,Mrs. Bennet
22,chapter_all_gpt-4o-mini_individual,she was more obliged to you than she can express,Elizabeth
22,chapter_all_gpt-4o-mini_individual,her feelings must be hurt by such a disapprobation,Elizabeth
22,chapter_all_gpt-4o-mini_individual,she wished her all imaginable happiness,Elizabeth
22,chapter_all_gpt-4o-mini_individual,"she could not have supposed it possible that, when called into action, she would have sacrificed every better feeling to worldly advantage",Elizabeth
22,chapter_all_gpt-4o-mini_individual,"the pang of a friend disgracing herself, and sunk in her esteem, was added the distressing conviction that it was impossible for that friend to be tolerably happy in the lot she had chosen",Elizabeth
22,chapter_all_gpt-4o-mini_individual,"began directly to calculate, with more interest than the matter had ever excited before, how many years longer Mr. Bennet was likely to live",Lady Lucas
22,chapter_all_gpt-4o-mini_individual,who could by no means wish for so speedy a return,Mr. Bennet
22,chapter_all_gpt-4o-mini_individual,he was longing to publish his prosperous love,Mr. Bennet
22,chapter_all_gpt-4o-mini_individual,"he was anxious to avoid the notice of his cousins, from a conviction that, if they saw him depart, they could not fail to conjecture his design",Mr. Collins
22,chapter_all_gpt-4o-mini_individual,he was comparatively diffident since the adventure of Wednesday,Mr. Collins
22,chapter_all_gpt-4o-mini_individual,he was exercising great self-denial,Mr. Collins
22,chapter_all_gpt-4o-mini_individual,she rated his abilities much higher than any of the others,Mary
22,chapter_all_gpt-4o-mini_individual,there was a solidity in his reflections which often struck her,Mary
22,chapter_all_gpt-4o-mini_individual,"gave it as his decided opinion, that whenever Mr. Collins should be in possession of the Longbourn estate, it would be highly expedient that both he and his wife should make their appearance at St. James's",Sir William Lucas
22,chapter_all_gpt-4o-mini_individual,her kindness extended farther than Elizabeth had any conception of,Charlotte Lucas
22,chapter_all_gpt-4o-mini_individual,"when they parted at night, she would have felt almost sure of success if he had not been to leave Hertfordshire so very soon",Charlotte Lucas
22,chapter_all_gpt-4o-mini_individual,her reflections were in general satisfactory,Charlotte Lucas
22,chapter_all_gpt-4o-mini_individual,"she had gained her point, and had time to consider of it",Charlotte Lucas
22,chapter_all_gpt-4o-mini_individual,she cared not how soon that establishment were gained,Charlotte Lucas
22,chapter_all_gpt-4o-mini_individual,"the least agreeable circumstance in the business was the surprise it must occasion to Elizabeth Bennet, whose friendship she valued beyond that of any other person",Charlotte Lucas
22,chapter_all_gpt-4o-mini_individual,she resolved to give her the information herself,Charlotte Lucas
34,chapter_all_gpt-4o-mini_individual,as if intending to exasperate herself as much as possible against Mr. Darcy,Elizabeth
34,chapter_all_gpt-4o-mini_individual,a want of that cheerfulness which had been used to characterize her style,Elizabeth
34,chapter_all_gpt-4o-mini_individual,noted every sentence conveying the idea of uneasiness,Elizabeth
34,chapter_all_gpt-4o-mini_individual,felt some consolation to think that his visit to Rosings was to end,Elizabeth
34,chapter_all_gpt-4o-mini_individual,was a little fluttered by the idea of its being Colonel Fitzwilliam,Elizabeth
34,chapter_all_gpt-4o-mini_individual,"surprised, but said not a word",Elizabeth
34,chapter_all_gpt-4o-mini_individual,astonishment was beyond expression,Elizabeth
34,chapter_all_gpt-4o-mini_individual,could not be insensible to the compliment of such a man’s affection,Elizabeth
34,chapter_all_gpt-4o-mini_individual,was at first sorry for the pain he was to receive,Elizabeth
34,chapter_all_gpt-4o-mini_individual,lost all compassion in anger,Elizabeth
34,chapter_all_gpt-4o-mini_individual,attempted to compose herself to answer him with patience,Elizabeth
34,chapter_all_gpt-4o-mini_individual,could easily see that he had no doubt of a favourable answer,Elizabeth
34,chapter_all_gpt-4o-mini_individual,was roused to resentment by his subsequent language,Elizabeth
34,chapter_all_gpt-4o-mini_individual,felt a sense of obligation for the sentiments avowed,Elizabeth
34,chapter_all_gpt-4o-mini_individual,was deeply hurt by his shaming proclamation of inflicting misery,Elizabeth
34,chapter_all_gpt-4o-mini_individual,saw with no slight indignation that he was listening with an air which proved him wholly unmoved by any feeling of remorse,Elizabeth
34,chapter_all_gpt-4o-mini_individual,felt herself growing more angry every moment,Elizabeth
34,chapter_all_gpt-4o-mini_individual,saw him start at this,Elizabeth
34,chapter_all_gpt-4o-mini_individual,continued with an energy against Darcy’s behaviour,Elizabeth
34,chapter_all_gpt-4o-mini_individual,felt turmoil in her mind,Elizabeth
34,chapter_all_gpt-4o-mini_individual,knew not how to support herself,Elizabeth
34,chapter_all_gpt-4o-mini_individual,"her astonishment, as she reflected on what had passed, was increased by every review of it",Elizabeth
34,chapter_all_gpt-4o-mini_individual,gratifying to have inspired unconsciously so strong an affection,Elizabeth
34,chapter_all_gpt-4o-mini_individual,"his pride, his abominable pride, his shameless avowal... soon overcame the pity",Elizabeth
34,chapter_all_gpt-4o-mini_individual,a want of that cheerfulness which had been used to characterize her style,Jane
34,chapter_all_gpt-4o-mini_individual,the serenity of a mind at ease with itself,Jane
34,chapter_all_gpt-4o-mini_individual,conveying the idea of uneasiness,Jane
34,chapter_all_gpt-4o-mini_individual,had made it clear that he had no intentions at all,Colonel Fitzwilliam
34,chapter_all_gpt-4o-mini_individual,"agreeable as he was, she did not mean to be unhappy about him",Colonel Fitzwilliam
34,chapter_all_gpt-4o-mini_individual,was in an agitated manner,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,considered her silence sufficient encouragement,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,expressed real security,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,struggling for the appearance of composure,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,was struggling for the appearance of composure,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,listening with an air which proved him wholly unmoved by any feeling of remorse,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,could not possibly rejoice in the inferiority of her connections,Mr. Darcy
34,chapter_all_gpt-4o-mini_individual,was taken aback by her rejection,Mr. Darcy
20,chapter_all_gpt-4o-mini_individual,Elizabeth could not but smile at such a conclusion of such a beginning,Elizabeth
20,chapter_all_gpt-4o-mini_individual,her determination never did,Elizabeth
20,chapter_all_gpt-4o-mini_individual,"Mr. Bennet raised his eyes from his book as she entered, and fixed them on her face with a calm unconcern, which was not in the least altered by her communication",Mr. Bennet
20,chapter_all_gpt-4o-mini_individual,"Jane, with all possible mildness, declined interfering",Jane
20,chapter_all_gpt-4o-mini_individual,he thought too well of himself to comprehend on what motive his cousin could refuse him,Mr. Collins
20,chapter_all_gpt-4o-mini_individual,"though his pride was hurt, he suffered in no other way",Mr. Collins
20,chapter_all_gpt-4o-mini_individual,his regard for her was quite imaginary,Mr. Collins
20,chapter_all_gpt-4o-mini_individual,She would have been glad to be equally satisfied that her daughter had meant to encourage him by protesting against his proposals,Mrs. Bennet
20,chapter_all_gpt-4o-mini_individual,was excessively disappointed,Mrs. Bennet
20,chapter_all_gpt-4o-mini_individual,coaxed and threatened her by turns,Mrs. Bennet
20,chapter_all_gpt-4o-mini_individual,"not that I have much pleasure, indeed, in talking to anybody",Mrs. Bennet
5,chapter_all_gpt-4o-mini_individual,"I could easily forgive his pride, if he had not mortified mine.",Elizabeth
5,chapter_all_gpt-4o-mini_individual,"a very good kind of woman, not too clever to be a valuable neighbour to Mrs. Bennet.",Lady Lucas
5,chapter_all_gpt-4o-mini_individual,everybody says that he is eat up with pride.,Mr. Darcy
5,chapter_all_gpt-4o-mini_individual,"pride is a very common failing, I believe.",Mary
5,chapter_all_gpt-4o-mini_individual,I am convinced that it is very common indeed.,Mary
5,chapter_all_gpt-4o-mini_individual,"had made a tolerable fortune, and risen to the honour of knighthood.",Sir William Lucas
4,chapter_all_gpt-4o-mini_individual,"listened in silence, but was not convinced",Elizabeth
4,chapter_all_gpt-4o-mini_individual,with more quickness of observation and less pliancy of temper than her sister,Elizabeth
4,chapter_all_gpt-4o-mini_individual,was very little disposed to approve them,Elizabeth
4,chapter_all_gpt-4o-mini_individual,was cautious in her praise of Mr. Bingley before,Jane
4,chapter_all_gpt-4o-mini_individual,expressed to her sister how very much she admired him,Jane
4,chapter_all_gpt-4o-mini_individual,was by no means unwilling to preside at his table,Miss Bingley
4,chapter_all_gpt-4o-mini_individual,"intended it likewise, and sometimes made choice of his county",Mr. Bingley
4,chapter_all_gpt-4o-mini_individual,had never met with pleasanter people or prettier girls in his life,Mr. Bingley
4,chapter_all_gpt-4o-mini_individual,could not conceive an angel more beautiful,Mr. Bingley
4,chapter_all_gpt-4o-mini_individual,was continually giving offence,Mr. Darcy
4,chapter_all_gpt-4o-mini_individual,had seen a collection of people in whom there was little beauty and no fashion,Mr. Darcy
4,chapter_all_gpt-4o-mini_individual,acknowledged to be pretty; but she smiled too much,Mr. Darcy
4,chapter_all_gpt-4o-mini_individual,allowed it to be so; but still they admired her and liked her,Mrs. Hurst
21,chapter_all_gpt-4o-mini_individual,"Elizabeth had only to suffer from the uncomfortable feelings necessarily attending it, and occasionally from some peevish allusion of her mother.",Elizabeth
21,chapter_all_gpt-4o-mini_individual,"Elizabeth had hoped that his resentment might shorten his visit, but his plan did not appear in the least affected by it.",Elizabeth
21,chapter_all_gpt-4o-mini_individual,Elizabeth felt an anxiety on the subject which drew off her attention even from Wickham.,Elizabeth
21,chapter_all_gpt-4o-mini_individual,"She represented to her sister, as forcibly as possible, what she felt on the subject, and had soon the pleasure of seeing its happy effect.",Elizabeth
21,chapter_all_gpt-4o-mini_individual,The idea of his returning no more Elizabeth treated with the utmost contempt.,Elizabeth
21,chapter_all_gpt-4o-mini_individual,"It appeared to her merely the suggestion of Caroline’s interested wishes; and she could not for a moment suppose that those wishes, however openly or artfully spoken, could influence a young man so totally independent of everyone.",Elizabeth
21,chapter_all_gpt-4o-mini_individual,"Jane recollected herself soon; and putting the letter away, tried to join, with her usual cheerfulness, in the general conversation.",Jane
21,chapter_all_gpt-4o-mini_individual,"Jane's temper was not desponding; and she was gradually led to hope, though the diffidence of affection sometimes overcame the hope, that Bingley would return to Netherfield, and answer every wish of her heart.",Jane
21,chapter_all_gpt-4o-mini_individual,Mr. Collins was also in the same state of angry pride.,Mr. Collins
21,chapter_all_gpt-4o-mini_individual,"To Elizabeth, however, he voluntarily acknowledged that the necessity of his absence had been self-imposed.",Wickham
21,chapter_all_gpt-4o-mini_individual,The morrow produced no abatement of Mrs. Bennet’s ill humour or ill health.,Mrs. Bennet
21,chapter_all_gpt-4o-mini_individual,She bewailed it as exceedingly unlucky that the ladies should happen to go away just as they were all getting so intimate together.,Mrs. Bennet
21,chapter_all_gpt-4o-mini_individual,"After lamenting it, however, at some length, she had the consolation of thinking that Mr. Bingley would be soon down again, and soon dining at Longbourn.",Mrs. Bennet
35,chapter_all_gpt-4o-mini_individual,"She could not yet recover from the surprise of what had happened: it was impossible to think of anything else; and, totally indisposed for employment.",Elizabeth
35,chapter_all_gpt-4o-mini_individual,"With no expectation of pleasure, but with the strongest curiosity, Elizabeth opened the letter.",Elizabeth
35,chapter_all_gpt-4o-mini_individual,she began it... to her still increasing wonder,Elizabeth
35,chapter_all_gpt-4o-mini_individual,"I write without any intention of paining you, or humbling myself, by dwelling on wishes, which, for the happiness of both, cannot be too soon forgotten.",Mr. Darcy
35,chapter_all_gpt-4o-mini_individual,For about three years I heard little of him.,Mr. Darcy
35,chapter_all_gpt-4o-mini_individual,I must now mention a circumstance which I would wish to forget myself.,Mr. Darcy
38,chapter_all_gpt-4o-mini_individual,Elizabeth was eager with her thanks and assurances of happiness.,Elizabeth
38,chapter_all_gpt-4o-mini_individual,"She had spent six weeks with great enjoyment; and the pleasure of being with Charlotte, and the kind attention she had received, must make her feel the obliged.",Elizabeth
38,chapter_all_gpt-4o-mini_individual,"Elizabeth could safely say that it was a great happiness where that was the case, and with equal sincerity could add, that she firmly believed and rejoiced in his domestic comforts.",Elizabeth
38,chapter_all_gpt-4o-mini_individual,"She was not sorry, however, to have the recital of them interrupted by the entrance of the lady from whom they sprang.",Elizabeth
38,chapter_all_gpt-4o-mini_individual,"Elizabeth privately added, 'And how much I shall have to conceal!'",Elizabeth
38,chapter_all_gpt-4o-mini_individual,"It was not without an effort, meanwhile, that she could wait even for Longbourn, before she told her sister of Mr. Darcy’s proposals.",Elizabeth
38,chapter_all_gpt-4o-mini_individual,"Jane looked well, and Elizabeth had little opportunity of studying her spirits, amidst the various engagements which the kindness of her aunt had reserved for them.",Jane
38,chapter_all_gpt-4o-mini_individual,Mr. Collins was gratified.,Mr. Collins
38,chapter_all_gpt-4o-mini_individual,Words were insufficient for the elevation of his feelings.,Mr. Collins
38,chapter_all_gpt-4o-mini_individual,"Though evidently regretting that her visitors were to go, she did not seem to ask for compassion.",Charlotte Lucas
38,chapter_all_gpt-4o-mini_individual,"Her home and her housekeeping, her parish and her poultry, and all their dependent concerns, had not yet lost their charms.",Charlotte Lucas
38,chapter_all_gpt-4o-mini_individual,"Maria cried, 'Good gracious! It seems but a day or two since we first came!'",Maria Lucas
10,chapter_all_gpt-4o-mini_individual,"Elizabeth took up some needlework, and was sufficiently amused in attending to what passed between Darcy and his companion.",Elizabeth
10,chapter_all_gpt-4o-mini_individual,"She hardly knew how to suppose that she could be an object of admiration to so great a man, and yet that he should look at her because he disliked her was still more strange.",Elizabeth
10,chapter_all_gpt-4o-mini_individual,The supposition did not pain her. She liked him too little to care for his approbation.,Elizabeth
10,chapter_all_gpt-4o-mini_individual,"Elizabeth thought she could perceive that he was rather offended, and therefore checked her laugh.",Elizabeth
10,chapter_all_gpt-4o-mini_individual,"Elizabeth, having rather expected to affront him, was amazed at his gallantry; but there was a mixture of sweetness and archness in her manner which made it difficult for her to affront anybody.",Elizabeth
10,chapter_all_gpt-4o-mini_individual,"Miss Bingley, seated near him, was watching the progress of his letter, and repeatedly calling off his attention by messages to his sister.",Miss Bingley
10,chapter_all_gpt-4o-mini_individual,"Miss Bingley saw, or suspected, enough to be jealous; and her great anxiety for the recovery of her dear friend Jane received some assistance from her desire of getting rid of Elizabeth.",Miss Bingley
10,chapter_all_gpt-4o-mini_individual,"Mr. Bingley was at piquet, and Mrs. Hurst was observing their game.",Mr. Bingley
10,chapter_all_gpt-4o-mini_individual,"Bingley, by your desire.",Mr. Bingley
10,chapter_all_gpt-4o-mini_individual,I am exceedingly gratified by your converting what my friend says into a compliment on the sweetness of my temper.,Mr. Bingley
10,chapter_all_gpt-4o-mini_individual,Darcy had never been so bewitched by any woman as he was by her.,Mr. Darcy
10,chapter_all_gpt-4o-mini_individual,"He really believed that, were it not for the inferiority of her connections, he should be in some danger.",Mr. Darcy
10,chapter_all_gpt-4o-mini_individual,"Mrs. Hurst sang with her sister; and while they were thus employed, Elizabeth could not help observing, as she turned over some music-books that lay on the instrument, how frequently Mr. Darcy’s eyes were fixed on her.",Mrs. Hurst
9,chapter_all_gpt-4o-mini_individual,had the pleasure of being able to send a tolerable answer,Elizabeth
9,chapter_all_gpt-4o-mini_individual,blushing for her mother,Elizabeth
9,chapter_all_gpt-4o-mini_individual,"longed to speak, but could think of nothing to say",Elizabeth
