chapter,method,turn_id,text,speaker,character
27,span-based,31,"But I’ll shut up Thornfield Hall: I’ll nail up the front door and board the lower windows: I’ll give Mrs. Poole two hundred a year to live here with _my wife_, as you term that fearful hag: Grace will do much for money, and she shall have her son, the keeper at Grimsby Retreat, to bear her company and be at hand to give her aid in the paroxysms, when _my wife_ is prompted by her familiar to burn people in their beds at night, to stab them, to bite their flesh from their bones, and so on—",Mr. Rochester,Mrs. Fairfax
27,span-based,33,you are inexorable for that unfortunate lady: you speak of her with hate—with vindictive antipathy.,Jane,Mr. Rochester
27,span-based,33,you are inexorable for that unfortunate lady: you speak of her with hate—with vindictive antipathy.,Jane,Bertha Mason
27,span-based,33,It is cruel—she cannot help being mad.,Jane,Bertha Mason
27,span-based,34,"Jane, my little darling (so I will call you, for so you are), you don’t know what you are talking about; you misjudge me again: it is not because she is mad I hate her.",Mr. Rochester,Jane
27,span-based,34,"Jane, my little darling (so I will call you, for so you are), you don’t know what you are talking about; you misjudge me again: it is not because she is mad I hate her.",Mr. Rochester,Bertha Mason
27,span-based,34,"If you were mad, do you think I should hate you?",Mr. Rochester,Jane
27,span-based,35,"I do indeed, sir.",Jane,Mr. Rochester
27,span-based,36,"Then you are mistaken, and you know nothing about me, and nothing about the sort of love of which I am capable.",Mr. Rochester,Jane
27,span-based,36,Every atom of your flesh is as dear to me as my own: in pain and sickness it would still be dear.,Mr. Rochester,Jane
27,span-based,36,"Your mind is my treasure, and if it were broken, it would be my treasure still: if you raved, my arms should confine you, and not a strait waistcoat—your grasp, even in fury, would have a charm for me: if you flew at me as wildly as that woman did this morning, I should receive you in an embrace, at least as fond as it would be restrictive.",Mr. Rochester,Jane
27,span-based,36,"Your mind is my treasure, and if it were broken, it would be my treasure still: if you raved, my arms should confine you, and not a strait waistcoat—your grasp, even in fury, would have a charm for me: if you flew at me as wildly as that woman did this morning, I should receive you in an embrace, at least as fond as it would be restrictive.",Mr. Rochester,Bertha Mason
27,span-based,36,"I should not shrink from you with disgust as I did from her: in your quiet moments you should have no watcher and no nurse but me; and I could hang over you with untiring tenderness, though you gave me no smile in return; and never weary of gazing into your eyes, though they had no longer a ray of recognition for me.—But why do I follow that train of ideas?",Mr. Rochester,Jane
27,span-based,36,"I should not shrink from you with disgust as I did from her: in your quiet moments you should have no watcher and no nurse but me; and I could hang over you with untiring tenderness, though you gave me no smile in return; and never weary of gazing into your eyes, though they had no longer a ray of recognition for me.—But why do I follow that train of ideas?",Mr. Rochester,Bertha Mason
27,span-based,36,I was talking of removing you from Thornfield.,Mr. Rochester,Jane
27,span-based,36,"All, you know, is prepared for prompt departure: to-morrow you shall go.",Mr. Rochester,Jane
27,span-based,36,"I only ask you to endure one more night under this roof, Jane; and then, farewell to its miseries and terrors for ever!",Mr. Rochester,Jane
27,span-based,37,"And take Adèle with you, sir,",Jane,Mr. Rochester
27,span-based,38,she will be a companion for you.,Jane,Mr. Rochester
27,span-based,39,"What do you mean, Jane?",Mr. Rochester,Jane
27,span-based,39,"I told you I would send Adèle to school; and what do I want with a child for a companion, and not my own child,—a French dancer’s bastard?",Mr. Rochester,Jane
27,span-based,39,Why do you importune me about her!,Mr. Rochester,Jane
27,span-based,39,"I say, why do you assign Adèle to me for a companion?",Mr. Rochester,Jane
27,span-based,40,"You spoke of a retirement, sir; and retirement and solitude are dull: too dull for you.",Jane,Mr. Rochester
27,span-based,42,_You_ are to share my solitude.,Mr. Rochester,Jane
27,span-based,42,Do you understand?,Mr. Rochester,Jane
27,span-based,43,"Now for the hitch in Jane’s character,",Mr. Rochester,Jane
27,span-based,44,"I long to exert a fraction of Samson’s strength, and break the entanglement like tow!",Mr. Rochester,Jane
27,span-based,45,Jane!,Mr. Rochester,Jane
27,span-based,45,will you hear reason?,Mr. Rochester,Jane
27,span-based,46,"because, if you won’t, I’ll try violence.",Mr. Rochester,Jane
27,span-based,47,"Sit down; I’ll talk to you as long as you like, and hear all you have to say, whether reasonable or unreasonable.",Jane,Mr. Rochester
27,span-based,48,"But I am not angry, Jane: I only love you too well; and you had steeled your little pale face with such a resolute, frozen look, I could not endure it.",Mr. Rochester,Jane
27,span-based,48,"Hush, now, and wipe your eyes.",Mr. Rochester,Jane
27,span-based,49,Jane!,Mr. Rochester,Jane
27,span-based,49,Jane!,Mr. Rochester,Jane
27,span-based,50,"you don’t love me, then?",Mr. Rochester,Jane
27,span-based,50,"It was only my station, and the rank of my wife, that you valued?",Mr. Rochester,Jane
27,span-based,50,"It was only my station, and the rank of my wife, that you valued?",Mr. Rochester,Bertha Mason
27,span-based,50,"Now that you think me disqualified to become your husband, you recoil from my touch as if I were some toad or ape.",Mr. Rochester,Jane
27,span-based,51,"I _do_ love you,",Jane,Mr. Rochester
27,span-based,52,more than ever: but I must not show or indulge the feeling: and this is the last time I must express it.,Jane,Mr. Rochester
27,span-based,53,"The last time, Jane!",Mr. Rochester,Jane
27,span-based,53,"do you think you can live with me, and see me daily, and yet, if you still love me, be always cold and distant?",Mr. Rochester,Jane
27,span-based,54,"No, sir; that I am certain I could not; and therefore I see there is but one way: but you will be furious if I mention it.",Jane,Mr. Rochester
27,span-based,55,"If I storm, you have the art of weeping.",Mr. Rochester,Jane
27,span-based,56,"Mr. Rochester, I must leave you.",Jane,Mr. Rochester
27,span-based,57,"For how long, Jane?",Mr. Rochester,Jane
27,span-based,57,"For a few minutes, while you smooth your hair—which is somewhat dishevelled; and bathe your face—which looks feverish?",Mr. Rochester,Jane
27,span-based,58,I must part with you for my whole life: I must begin a new existence among strange faces and strange scenes.,Jane,Mr. Rochester
27,span-based,59,Of course: I told you you should.,Mr. Rochester,Jane
27,span-based,59,You mean you must become a part of me.,Mr. Rochester,Jane
27,span-based,59,"As to the new existence, it is all right: you shall yet be my wife: I am not married.",Mr. Rochester,Jane
27,span-based,59,I shall keep only to you so long as you and I live.,Mr. Rochester,Jane
27,span-based,59,"There you shall live a happy, and guarded, and most innocent life.",Mr. Rochester,Jane
27,span-based,59,Never fear that I wish to lure you into error—to make you my mistress.,Mr. Rochester,Jane
27,span-based,59,Why did you shake your head?,Mr. Rochester,Jane
27,span-based,59,"Jane, you must be reasonable, or in truth I shall again become frantic.",Mr. Rochester,Jane
27,span-based,60,"Sir, your wife is living: that is a fact acknowledged this morning by yourself.",Jane,Mr. Rochester
27,span-based,60,"Sir, your wife is living: that is a fact acknowledged this morning by yourself.",Jane,Bertha Mason
27,span-based,60,"If I lived with you as you desire, I should then be your mistress: to say otherwise is sophistical—is false.",Jane,Mr. Rochester
27,span-based,61,"Jane, I am not a gentle-tempered man—you forget that: I am not long-enduring; I am not cool and dispassionate.",Mr. Rochester,Jane
27,span-based,61,"Out of pity to me and yourself, put your finger on my pulse, feel how it throbs, and—beware!",Mr. Rochester,Jane
27,span-based,64,"I keep telling her I am not married, and do not explain to her why.",Mr. Rochester,Bertha Mason
27,span-based,64,"I forget she knows nothing of the character of that woman, or of the circumstances attending my infernal union with her.",Mr. Rochester,Jane
27,span-based,64,"I forget she knows nothing of the character of that woman, or of the circumstances attending my infernal union with her.",Mr. Rochester,Bertha Mason
27,span-based,64,"Oh, I am certain Jane will agree with me in opinion, when she knows all that I know!",Mr. Rochester,Jane
27,span-based,64,"Just put your hand in mine, Janet—that I may have the evidence of touch as well as sight, to prove you are near me—and I will in a few words show you the real state of the case.",Mr. Rochester,Jane
27,span-based,64,Can you listen to me?,Mr. Rochester,Jane
27,span-based,65,"Yes, sir; for hours if you will.",Jane,Mr. Rochester
27,span-based,66,"Jane, did you ever hear or know that I was not the eldest son of my house: that I had once a brother older than I?",Mr. Rochester,Jane
27,span-based,67,I remember Mrs. Fairfax told me so once.,Jane,Mrs. Fairfax
27,span-based,68,"And did you ever hear that my father was an avaricious, grasping man?",Mr. Rochester,Jane
27,span-based,69,I have understood something to that effect.,Jane,Bertha Mason
27,span-based,70,"Well, Jane, being so, it was his resolution to keep the property together; he could not bear the idea of dividing his estate and leaving me a fair portion: all, he resolved, should go to my brother, Rowland.",Mr. Rochester,Jane
27,span-based,70,"When I left college, I was sent out to Jamaica, to espouse a bride already courted for me.",Mr. Rochester,Bertha Mason
27,span-based,70,My father said nothing about her money; but he told me Miss Mason was the boast of Spanish Town for her beauty: and this was no lie.,Mr. Rochester,Bertha Mason
27,span-based,70,Her family wished to secure me because I was of a good race; and so did she.,Mr. Rochester,Bertha Mason
27,span-based,70,"They showed her to me in parties, splendidly dressed.",Mr. Rochester,Bertha Mason
27,span-based,70,"I seldom saw her alone, and had very little private conversation with her.",Mr. Rochester,Bertha Mason
27,span-based,70,"She flattered me, and lavishly displayed for my pleasure her charms and accomplishments.",Mr. Rochester,Bertha Mason
27,span-based,70,"I was dazzled, stimulated: my senses were excited; and being ignorant, raw, and inexperienced, I thought I loved her.",Mr. Rochester,Bertha Mason
27,span-based,70,"There is no folly so besotted that the idiotic rivalries of society, the prurience, the rashness, the blindness of youth, will not hurry a man to its commission.",Mr. Rochester,Jane
27,span-based,70,"There is no folly so besotted that the idiotic rivalries of society, the prurience, the rashness, the blindness of youth, will not hurry a man to its commission.",Mr. Rochester,Bertha Mason
27,span-based,70,Her relatives encouraged me; competitors piqued me; she allured me: a marriage was achieved almost before I knew where I was.,Mr. Rochester,Bertha Mason
27,span-based,70,"I never loved, I never esteemed, I did not even know her.",Mr. Rochester,Bertha Mason
27,span-based,70,"I was not sure of the existence of one virtue in her nature: I had marked neither modesty, nor benevolence, nor candour, nor refinement in her mind or manners—and, I married her:—gross, grovelling, mole-eyed blockhead that I was!",Mr. Rochester,Bertha Mason
27,span-based,71,My bride’s mother I had never seen: I understood she was dead.,Mr. Rochester,Bertha Mason
27,span-based,71,"The honeymoon over, I learned my mistake; she was only mad, and shut up in a lunatic asylum.",Mr. Rochester,Bertha Mason
27,span-based,72,"These were vile discoveries; but except for the treachery of concealment, I should have made them no subject of reproach to my wife, even when I found her nature wholly alien to mine, her tastes obnoxious to me, her cast of mind common, low, narrow, and singularly incapable of being led to anything higher, expanded to anything larger—when I found that I could not pass a single evening, nor even a single hour of the day with her in comfort; that kindly conversation could not be sustained between us, because whatever topic I started, immediately received from her a turn at once coarse and trite, perverse and imbecile—when I perceived that I should never have a quiet or settled household, because no servant would bear the continued outbreaks of her violent and unreasonable temper, or the vexations of her absurd, contradictory, exacting orders—even then I restrained myself: I eschewed upbraiding, I curtailed remonstrance; I tried to devour my repentance and disgust in secret; I repressed the deep antipathy I felt.",Mr. Rochester,Bertha Mason
27,span-based,73,"Jane, I will not trouble you with abominable details: some strong words shall express what I have to say.",Mr. Rochester,Jane
27,span-based,73,"I lived with that woman upstairs four years, and before that time she had tried me indeed: her character ripened and developed with frightful rapidity; her vices sprang up fast and rank: they were so strong, only cruelty could check them, and I would not use cruelty.",Mr. Rochester,Bertha Mason
27,span-based,73,"What a pigmy intellect she had, and what giant propensities!",Mr. Rochester,Bertha Mason
27,span-based,73,How fearful were the curses those propensities entailed on me!,Mr. Rochester,Bertha Mason
27,span-based,73,"Bertha Mason, the true daughter of an infamous mother, dragged me through all the hideous and degrading agonies which must attend a man bound to a wife at once intemperate and unchaste.",Mr. Rochester,Bertha Mason
27,span-based,74,"My brother in the interval was dead, and at the end of the four years my father died too.",Mr. Rochester,Bertha Mason
27,span-based,74,And I could not rid myself of it by any legal proceedings: for the doctors now discovered that _my wife_ was mad—her excesses had prematurely developed the germs of insanity.,Mr. Rochester,Bertha Mason
27,span-based,74,"Jane, you don’t like my narrative; you look almost sick—shall I defer the rest to another day?",Mr. Rochester,Jane
27,span-based,75,"No, sir, finish it now; I pity you—I do earnestly pity you.",Jane,Mr. Rochester
27,span-based,76,"Pity, Jane, from some people is a noxious and insulting sort of tribute, which one is justified in hurling back in the teeth of those who offer it; but that is the sort of pity native to callous, selfish hearts; it is a hybrid, egotistical pain at hearing of woes, crossed with ignorant contempt for those who have endured them.",Mr. Rochester,Jane
27,span-based,76,"But that is not your pity, Jane; it is not the feeling of which your whole face is full at this moment—with which your eyes are now almost overflowing—with which your heart is heaving—with which your hand is trembling in mine.",Mr. Rochester,Jane
27,span-based,76,"Your pity, my darling, is the suffering mother of love: its anguish is the very natal pang of the divine passion.",Mr. Rochester,Jane
27,span-based,76,"I accept it, Jane; let the daughter have free advent—my arms wait to receive her.",Mr. Rochester,Jane
27,span-based,76,"I accept it, Jane; let the daughter have free advent—my arms wait to receive her.",Mr. Rochester,Bertha Mason
27,span-based,77,"Now, sir, proceed; what did you do when you found she was mad?",Jane,Mr. Rochester
27,span-based,77,"Now, sir, proceed; what did you do when you found she was mad?",Jane,Bertha Mason
27,span-based,78,"Jane, I approached the verge of despair; a remnant of self-respect was all that intervened between me and the gulf.",Mr. Rochester,Jane
27,span-based,78,"In the eyes of the world, I was doubtless covered with grimy dishonour; but I resolved to be clean in my own sight—and to the last I repudiated the contamination of her crimes, and wrenched myself from connection with her mental defects.",Mr. Rochester,Bertha Mason
27,span-based,78,"Still, society associated my name and person with hers; I yet saw her and heard her daily: something of her breath (faugh!)",Mr. Rochester,Bertha Mason
27,span-based,78,"mixed with the air I breathed; and besides, I remembered I had once been her husband—that recollection was then, and is now, inexpressibly odious to me; moreover, I knew that while she lived I could never be the husband of another and better wife; and, though five years my senior (her family and her father had lied to me even in the particular of her age), she was likely to live as long as I, being as robust in frame as she was infirm in mind.",Mr. Rochester,Bertha Mason
27,span-based,79,"One night I had been awakened by her yells—(since the medical men had pronounced her mad, she had, of course, been shut up)—it was a fiery West Indian night; one of the description that frequently precede the hurricanes of those climates.",Mr. Rochester,Bertha Mason
27,span-based,79,The air was like sulphur-steams—I could find no refreshment anywhere.,Mr. Rochester,Bertha Mason
27,span-based,79,"I was physically influenced by the atmosphere and scene, and my ears were filled with the curses the maniac still shrieked out; wherein she momentarily mingled my name with such a tone of demon-hate, with such language!—no professed harlot ever had a fouler vocabulary than she: though two rooms off, I heard every word—the thin partitions of the West India house opposing but slight obstruction to her wolfish cries.",Mr. Rochester,Bertha Mason
27,span-based,82,"While I walked under the dripping orange-trees of my wet garden, and amongst its drenched pomegranates and pine-apples, and while the refulgent dawn of the tropics kindled round me—I reasoned thus, Jane—and now listen; for it was true Wisdom that consoled me in that hour, and showed me the right path to follow.",Mr. Rochester,Jane
27,span-based,84,"‘Go,’ said Hope, ‘and live again in Europe: there it is not known what a sullied name you bear, nor what a filthy burden is bound to you.",Mr. Rochester,Jane
27,span-based,84,"You may take the maniac with you to England; confine her with due attendance and precautions at Thornfield: then travel yourself to what clime you will, and form what new tie you like.",Mr. Rochester,Jane
27,span-based,84,"You may take the maniac with you to England; confine her with due attendance and precautions at Thornfield: then travel yourself to what clime you will, and form what new tie you like.",Mr. Rochester,Bertha Mason
27,span-based,84,"That woman, who has so abused your long-suffering, so sullied your name, so outraged your honour, so blighted your youth, is not your wife, nor are you her husband.",Mr. Rochester,Bertha Mason
27,span-based,84,"See that she is cared for as her condition demands, and you have done all that God and humanity require of you.",Mr. Rochester,Bertha Mason
27,span-based,84,"Let her identity, her connection with yourself, be buried in oblivion: you are bound to impart them to no living being.",Mr. Rochester,Bertha Mason
27,span-based,84,"Place her in safety and comfort: shelter her degradation with secrecy, and leave her.’",Mr. Rochester,Bertha Mason
27,span-based,85,"My father and brother had not made my marriage known to their acquaintance; because, in the very first letter I wrote to apprise them of the union—having already begun to experience extreme disgust of its consequences, and, from the family character and constitution, seeing a hideous future opening to me—I added an urgent charge to keep it secret: and very soon the infamous conduct of the wife my father had selected for me was such as to make him blush to own her as his daughter-in-law.",Mr. Rochester,Bertha Mason
27,span-based,85,"Far from desiring to publish the connection, he became as anxious to conceal it as myself.",Mr. Rochester,Bertha Mason
27,span-based,86,"To England, then, I conveyed her; a fearful voyage I had with such a monster in the vessel.",Mr. Rochester,Bertha Mason
27,span-based,86,"Glad was I when I at last got her to Thornfield, and saw her safely lodged in that third-storey room, of whose secret inner cabinet she has now for ten years made a wild beast’s den—a goblin’s cell.",Mr. Rochester,Bertha Mason
27,span-based,86,"I had some trouble in finding an attendant for her, as it was necessary to select one on whose fidelity dependence could be placed; for her ravings would inevitably betray my secret: besides, she had lucid intervals of days—sometimes weeks—which she filled up with abuse of me.",Mr. Rochester,Bertha Mason
27,span-based,86,"She and the surgeon, Carter (who dressed Mason’s wounds that night he was stabbed and worried), are the only two I have ever admitted to my confidence.",Mr. Rochester,Bertha Mason
27,span-based,86,"Mrs. Fairfax may indeed have suspected something, but she could have gained no precise knowledge as to facts.",Mr. Rochester,Mrs. Fairfax
27,span-based,86,"The lunatic is both cunning and malignant; she has never failed to take advantage of her guardian’s temporary lapses; once to secrete the knife with which she stabbed her brother, and twice to possess herself of the key of her cell, and issue therefrom in the night-time.",Mr. Rochester,Bertha Mason
27,span-based,86,"On the first of these occasions, she perpetrated the attempt to burn me in my bed; on the second, she paid that ghastly visit to you.",Mr. Rochester,Bertha Mason
27,span-based,86,"On the first of these occasions, she perpetrated the attempt to burn me in my bed; on the second, she paid that ghastly visit to you.",Mr. Rochester,Jane
27,span-based,86,"I thank Providence, who watched over you, that she then spent her fury on your wedding apparel, which perhaps brought back vague reminiscences of her own bridal days: but on what might have happened, I cannot endure to reflect.",Mr. Rochester,Bertha Mason
27,span-based,86,"I thank Providence, who watched over you, that she then spent her fury on your wedding apparel, which perhaps brought back vague reminiscences of her own bridal days: but on what might have happened, I cannot endure to reflect.",Mr. Rochester,Jane
27,span-based,86,"When I think of the thing which flew at my throat this morning, hanging its black and scarlet visage over the nest of my dove, my blood curdles—",Mr. Rochester,Bertha Mason
27,span-based,86,"When I think of the thing which flew at my throat this morning, hanging its black and scarlet visage over the nest of my dove, my blood curdles—",Mr. Rochester,Jane
27,span-based,87,"And what, sir,",Jane,Mr. Rochester
27,span-based,88,did you do when you had settled her here?,Mr. Rochester,Jane
27,span-based,88,did you do when you had settled her here?,Mr. Rochester,Bertha Mason
27,span-based,88,Where did you go?,Mr. Rochester,Jane
27,span-based,89,"What did I do, Jane?",Mr. Rochester,Jane
27,span-based,89,Where did I go?,Mr. Rochester,Jane
27,span-based,89,"My fixed desire was to seek and find a good and intelligent woman, whom I could love: a contrast to the fury I left at Thornfield—",Mr. Rochester,Jane
27,span-based,89,"My fixed desire was to seek and find a good and intelligent woman, whom I could love: a contrast to the fury I left at Thornfield—",Mr. Rochester,Bertha Mason
27,span-based,90,"But you could not marry, sir.",Jane,Mr. Rochester
27,span-based,91,"It was not my original intention to deceive, as I have deceived you.",Mr. Rochester,Jane
27,span-based,91,"I meant to tell my tale plainly, and make my proposals openly: and it appeared to me so absolutely rational that I should be considered free to love and be loved, I never doubted some woman might be found willing and able to understand my case and accept me, in spite of the curse with which I was burdened.",Mr. Rochester,Jane
27,span-based,91,"I meant to tell my tale plainly, and make my proposals openly: and it appeared to me so absolutely rational that I should be considered free to love and be loved, I never doubted some woman might be found willing and able to understand my case and accept me, in spite of the curse with which I was burdened.",Mr. Rochester,Bertha Mason
27,span-based,93,"When you are inquisitive, Jane, you always make me smile.",Mr. Rochester,Jane
27,span-based,93,"You open your eyes like an eager bird, and make every now and then a restless movement, as if answers in speech did not flow fast enough for you, and you wanted to read the tablet of one’s heart.",Mr. Rochester,Jane
27,span-based,93,"But before I go on, tell me what you mean by your ‘Well, sir?’ It is a small phrase very frequent with you; and which many a time has drawn me on and on through interminable talk: I don’t very well know why.",Mr. Rochester,Jane
27,span-based,94,How did you proceed?,Jane,Mr. Rochester
27,span-based,95,and what do you wish to know now?,Mr. Rochester,Jane
27,span-based,96,Whether you found any one you liked: whether you asked her to marry you; and what she said.,Mr. Rochester,Jane
27,span-based,97,"I can tell you whether I found any one I liked, and whether I asked her to marry me: but what she said is yet to be recorded in the book of Fate.",Mr. Rochester,Jane
27,span-based,97,I longed only for what suited me—for the antipodes of the Creole: and I longed vainly.,Mr. Rochester,Bertha Mason
27,span-based,97,"Amongst them all I found not one whom, had I been ever so free, I—warned as I was of the risks, the horrors, the loathings of incongruous unions—would have asked to marry me.",Mr. Rochester,Jane
27,span-based,97,"That was my Indian Messalina’s attribute: rooted disgust at it and her restrained me much, even in pleasure.",Mr. Rochester,Bertha Mason
27,span-based,97,"Any enjoyment that bordered on riot seemed to approach me to her and her vices, and I eschewed it.",Mr. Rochester,Bertha Mason
27,span-based,98,"But, Jane, I see by your face you are not forming a very favourable opinion of me just now.",Mr. Rochester,Jane
27,span-based,98,"You think me an unfeeling, loose-principled rake: don’t you?",Mr. Rochester,Jane
27,span-based,99,"I don’t like you so well as I have done sometimes, indeed, sir.",Jane,Mr. Rochester
27,span-based,99,"Did it not seem to you in the least wrong to live in that way, first with one mistress and then another?",Jane,Mr. Rochester
27,span-based,101,"Now, Jane, why don’t you say ‘Well, sir?’ I have not done.",Mr. Rochester,Jane
27,span-based,102,On a stile in Hay Lane I saw a quiet little figure sitting by itself.,Mr. Rochester,Jane
27,span-based,102,I passed it as negligently as I did the pollard willow opposite to it: I had no presentiment of what it would be to me; no inward warning that the arbitress of my life—my genius for good or evil—waited there in humble guise.,Mr. Rochester,Jane
27,span-based,102,"I did not know it, even when, on the occasion of Mesrour’s accident, it came up and gravely offered me help.",Mr. Rochester,Jane
27,span-based,102,Childish and slender creature!,Mr. Rochester,Jane
27,span-based,102,"I was surly; but the thing would not go: it stood by me with strange perseverance, and looked and spoke with a sort of authority.",Mr. Rochester,Jane
27,span-based,102,"I must be aided, and by that hand: and aided I was.",Mr. Rochester,Jane
27,span-based,103,"It was well I had learnt that this elf must return to me—that it belonged to my house down below—or I could not have felt it pass away from under my hand, and seen it vanish behind the dim hedge, without singular regret.",Mr. Rochester,Jane
27,span-based,103,"I heard you come home that night, Jane, though probably you were not aware that I thought of you or watched for you.",Mr. Rochester,Jane
27,span-based,103,"The next day I observed you—myself unseen—for half-an-hour, while you played with Adèle in the gallery.",Mr. Rochester,Jane
27,span-based,103,"It was a snowy day, I recollect, and you could not go out of doors.",Mr. Rochester,Jane
27,span-based,103,"Adèle claimed your outward attention for a while; yet I fancied your thoughts were elsewhere: but you were very patient with her, my little Jane; you talked to her and amused her a long time.",Mr. Rochester,Jane
27,span-based,103,"Now and then, in passing a casement, you glanced out at the thick-falling snow; you listened to the sobbing wind, and again you paced gently on and dreamed.",Mr. Rochester,Jane
27,span-based,103,"I think those day visions were not dark: there was a pleasurable illumination in your eye occasionally, a soft excitement in your aspect, which told of no bitter, bilious, hypochondriac brooding: your look revealed rather the sweet musings of youth when its spirit follows on willing wings the flight of Hope up and on to an ideal heaven.",Mr. Rochester,Jane
27,span-based,103,"The voice of Mrs. Fairfax, speaking to a servant in the hall, wakened you: and how curiously you smiled to and at yourself, Janet!",Mr. Rochester,Jane
27,span-based,103,"The voice of Mrs. Fairfax, speaking to a servant in the hall, wakened you: and how curiously you smiled to and at yourself, Janet!",Mr. Rochester,Mrs. Fairfax
27,span-based,103,"There was much sense in your smile: it was very shrewd, and seemed to make light of your own abstraction.",Mr. Rochester,Jane
27,span-based,103,"I have a rosy sky and a green flowery Eden in my brain; but without, I am perfectly aware, lies at my feet a rough tract to travel, and around me gather black tempests to encounter.’ You ran downstairs and demanded of Mrs. Fairfax some occupation: the weekly house accounts to make up, or something of that sort, I think it was.",Mr. Rochester,Mrs. Fairfax
27,span-based,103,I was vexed with you for getting out of my sight.,Mr. Rochester,Jane
27,span-based,104,"Impatiently I waited for evening, when I might summon you to my presence.",Mr. Rochester,Jane
27,span-based,104,An unusual—to me—a perfectly new character I suspected was yours: I desired to search it deeper and know it better.,Mr. Rochester,Jane
27,span-based,104,You entered the room with a look and air at once shy and independent: you were quaintly dressed—much as you are now.,Mr. Rochester,Jane
27,span-based,104,I made you talk: ere long I found you full of strange contrasts.,Mr. Rochester,Jane
27,span-based,104,"Your garb and manner were restricted by rule; your air was often diffident, and altogether that of one refined by nature, but absolutely unused to society, and a good deal afraid of making herself disadvantageously conspicuous by some solecism or blunder; yet when addressed, you lifted a keen, a daring, and a glowing eye to your interlocutor’s face: there was penetration and power in each glance you gave; when plied by close questions, you found ready and round answers.",Mr. Rochester,Jane
27,span-based,104,"Very soon you seemed to get used to me: I believe you felt the existence of sympathy between you and your grim and cross master, Jane; for it was astonishing to see how quickly a certain pleasant ease tranquillised your manner: snarl as I would, you showed no surprise, fear, annoyance, or displeasure at my moroseness; you watched me, and now and then smiled at me with a simple yet sagacious grace I cannot describe.",Mr. Rochester,Jane
27,span-based,104,"I was at once content and stimulated with what I saw: I liked what I had seen, and wished to see more.",Mr. Rochester,Jane
27,span-based,104,"Yet, for a long time, I treated you distantly, and sought your company rarely.",Mr. Rochester,Jane
27,span-based,104,"I was an intellectual epicure, and wished to prolong the gratification of making this novel and piquant acquaintance: besides, I was for a while troubled with a haunting fear that if I handled the flower freely its bloom would fade—the sweet charm of freshness would leave it.",Mr. Rochester,Jane
27,span-based,104,"I did not then know that it was no transitory blossom, but rather the radiant resemblance of one, cut in an indestructible gem.",Mr. Rochester,Jane
27,span-based,104,"Moreover, I wished to see whether you would seek me if I shunned you—but you did not; you kept in the schoolroom as still as your own desk and easel; if by chance I met you, you passed me as soon, and with as little token of recognition, as was consistent with respect.",Mr. Rochester,Jane
27,span-based,104,"Your habitual expression in those days, Jane, was a thoughtful look; not despondent, for you were not sickly; but not buoyant, for you had little hope, and no actual pleasure.",Mr. Rochester,Jane
27,span-based,104,"I wondered what you thought of me, or if you ever thought of me, and resolved to find this out.",Mr. Rochester,Jane
27,span-based,105,I resumed my notice of you.,Mr. Rochester,Jane
27,span-based,105,"There was something glad in your glance, and genial in your manner, when you conversed: I saw you had a social heart; it was the silent schoolroom—it was the tedium of your life—that made you mournful.",Mr. Rochester,Jane
27,span-based,105,"I permitted myself the delight of being kind to you; kindness stirred emotion soon: your face became soft in expression, your tones gentle; I liked my name pronounced by your lips in a grateful happy accent.",Mr. Rochester,Jane
27,span-based,105,"I used to enjoy a chance meeting with you, Jane, at this time: there was a curious hesitation in your manner: you glanced at me with a slight trouble—a hovering doubt: you did not know what my caprice might be—whether I was going to play the master and be stern, or the friend and be benignant.",Mr. Rochester,Jane
27,span-based,105,"I was now too fond of you often to simulate the first whim; and, when I stretched my hand out cordially, such bloom and light and bliss rose to your young, wistful features, I had much ado often to avoid straining you then and there to my heart.",Mr. Rochester,Jane
27,span-based,106,"Don’t talk any more of those days, sir,",Jane,Mr. Rochester
27,span-based,107,"No, Jane,",Mr. Rochester,Jane
27,span-based,109,You see now how the case stands—do you not?,Mr. Rochester,Jane
27,span-based,110,"After a youth and manhood passed half in unutterable misery and half in dreary solitude, I have for the first time found what I can truly love—I have found _you_.",Mr. Rochester,Jane
27,span-based,110,I am bound to you with a strong attachment.,Mr. Rochester,Jane
27,span-based,110,"I think you good, gifted, lovely: a fervent, a solemn passion is conceived in my heart; it leans to you, draws you to my centre and spring of life, wraps my existence about you, and, kindling in pure, powerful flame, fuses you and me in one.",Mr. Rochester,Jane
27,span-based,111,"It was because I felt and knew this, that I resolved to marry you.",Mr. Rochester,Jane
27,span-based,111,To tell me that I had already a wife is empty mockery: you know now that I had but a hideous demon.,Mr. Rochester,Jane
27,span-based,111,To tell me that I had already a wife is empty mockery: you know now that I had but a hideous demon.,Mr. Rochester,Bertha Mason
27,span-based,111,I was wrong to attempt to deceive you; but I feared a stubbornness that exists in your character.,Mr. Rochester,Jane
27,span-based,111,I was wrong to attempt to deceive you; but I feared a stubbornness that exists in your character.,Mr. Rochester,Bertha Mason
27,span-based,111,I feared early instilled prejudice: I wanted to have you safe before hazarding confidences.,Mr. Rochester,Jane
27,span-based,111,"This was cowardly: I should have appealed to your nobleness and magnanimity at first, as I do now—opened to you plainly my life of agony—described to you my hunger and thirst after a higher and worthier existence—shown to you, not my _resolution_ (that word is weak), but my resistless _bent_ to love faithfully and well, where I am faithfully and well loved in return.",Mr. Rochester,Jane
